ELCODE,SCOMNAME,SNAME,Responsibility,SeasonCode,CAT1_glbl_reg,CAT2_com_sp_com,CAT3_cons_rare_native,CAT4_datagaps,GRANK,SRANK,USESA,SPROT,PBSSTATUS,SENSITV_SP,Agency,Environment,TaxaGroup
ABNJB02010,Tundra Swan,Cygnus columbianus,y,m,4,1,4,6,G5,S3N,,,,N,PGC,t,AB
ABNJB10040,American Black Duck,Anas rubripes,,b,5,2,5,6,G5,"S4B,S4N",,,,N,PGC,t,AB
ABNJB10040,American Black Duck,Anas rubripes,,m,5,2,5,6,G5,"S4B,S4N",,,,N,PGC,t,AB
ABNJB10040,American Black Duck,Anas rubripes,,w,6,2,6,6,G5,"S4B,S4N",,,,N,PGC,t,AB
ABNJB10130,Blue-winged Teal,Anas discors,,b,4,6,2,6,G5,S3B,,,,N,PGC,t,AB
ABNJB10010,Green-winged Teal,Anas crecca,,b,3,5,1,6,G5,"S1S2B,S3N",,,CR,N,PGC,t,AB
ABNJB11070,Lesser Scaup,Aythya affinis,,m,6,6,6,6,G5,S3N,,,,N,PGC,t,AB
ABNJB16010,Long-tailed Duck,Clangula hyemalis,,m,4,4,5,6,G5,SNA,,,,N,PGC,t,AB
ABNJB16010,Long-tailed Duck,Clangula hyemalis,,w,4,4,5,6,G5,SNA,,,,N,PGC,t,AB
ABNLC11010,Ruffed Grouse,Bonasa umbellus,,b,4,1,5,6,G5,S5,,,,N,PGC,t,AB
ABNLC11010,Ruffed Grouse,Bonasa umbellus,,w,6,3,5,6,G5,S5,,,,N,PGC,t,AB
ABNCA02010,Pied-billed Grebe,Podilymbus podiceps,,b,3,4,2,5,G5,"S3B,S4N",,,CR,N,PGC,t,AB
ABNCA03010,Horned Grebe,Podiceps auritus,,w,6,2,3,5,G5,SNA,,,,N,PGC,t,AB
ABNCA03020,Red-necked Grebe,Podiceps grisegena,,w,6,3,3,5,G5,SNA,,,,N,PGC,t,AB
ABNGA01020,American Bittern,Botaurus lentiginosus,,b,3,5,3,6,G4,S1B,,PE,PE,N,PGC,t,AB
ABNGA02010,Least Bittern,Ixobrychus exilis,,b,4,5,3,6,G5,S1B,,PE,PE,N,PGC,t,AB
ABNGA04040,Great Egret,Ardea alba,,b,4,6,3,6,G5,S1B,,PE,PE,N,PGC,t,AB
ABNGA11010,Black-crowned Night-Heron,Nycticorax nycticorax,,b,4,5,3,6,G5,S1B,,PE,PE,N,PGC,t,AB
ABNGA13010,Yellow-crowned Night-Heron,Nyctanassa violacea,,b,4,5,2,6,G5,S1B,,PE,PE,N,PGC,t,AB
ABNKC01010,Osprey,Pandion haliaetus,,b,4,1,3,5,G5,S3B,,PT,PT,N,PGC,t,AB
ABNKC10010,Bald Eagle,Haliaeetus leucocephalus,,b,4,1,3,5,G5,S3B,,DL,PT,N,PGC,t,AB
ABNKC10010,Bald Eagle,Haliaeetus leucocephalus,,w,6,5,5,5,G5,S3B,,DL,PT,N,PGC,t,AB
ABNKC11010,Northern Harrier,Circus cyaneus,,b,4,5,3,6,G5,"S2B,S4N",,PT,PT,N,PGC,t,AB
ABNKC12020,Sharp-shinned Hawk,Accipiter striatus,,b,4,2,4,6,G5,"S4B,S5N",,,,N,PGC,t,AB
ABNKC12020,Sharp-shinned Hawk,Accipiter striatus,,m,6,5,6,6,G5,"S4B,S5N",,,,N,PGC,t,AB
ABNKC12060,Northern Goshawk,Accipiter gentilis,,b,5,6,4,6,G5,"S2S3B,S3N",,,CA,Y,PGC,t,AB
ABNKC12060,Northern Goshawk,Accipiter gentilis,,m,6,6,4,6,G5,"S2S3B,S3N",,,CA,Y,PGC,t,AB
ABNKC12060,Northern Goshawk,Accipiter gentilis,,w,6,2,5,6,G5,"S2S3B,S3N",,,CA,Y,PGC,t,AB
ABNKC19050,Broad-winged Hawk,Buteo platypterus,,b,4,1,5,6,G5,S5B,,,,N,PGC,t,AB
ABNKC19050,Broad-winged Hawk,Buteo platypterus,,m,6,5,6,6,G5,S5B,,,,N,PGC,t,AB
ABNKC22010,Golden Eagle,Aquila chrysaetos,y,m,4,2,4,5,G5,SNA,,,,N,PGC,t,AB
ABNKC22010,Golden Eagle,Aquila chrysaetos,,w,4,2,4,5,G5,SNA,,,,N,PGC,t,AB
ABNME05020,King Rail,Rallus elegans,,b,4,6,3,6,G4,S1B,,PE,PE,Y,PGC,t,AB
ABNME05030,Virginia Rail,Rallus limicola,,b,4,1,3,5,G5,S3B,,,,N,PGC,t,AB
ABNME08020,Sora,Porzana carolina,,b,4,1,4,6,G5,S3B,,,CR,N,PGC,t,AB
ABNME13010,Common Gallinule,Gallinula galeata,,b,4,5,3,6,G5,S3B,,,CA,N,PGC,t,AB
ABNME14020,American Coot,Fulica americana,,b,4,6,3,6,G5,"S3B,S3N",,,CR,N,PGC,t,AB
ABNNB03070,Piping Plover,Charadrius melodus,,b,2,5,2,3,G3,SX,LE,,PX,N,PGC,t,AB
ABNNB03070,Piping Plover,Charadrius melodus,,m,2,5,2,3,G3,SX,LE,,PX,N,PGC,t,AB
ABNNF04020,Spotted Sandpiper,Actitis macularius,,b,4,1,3,5,G5,S4B,,,,N,PGC,t,AB
ABNNF06010,Upland Sandpiper,Bartramia longicauda,,b,4,5,3,6,G5,S1B,,PE,PE,Y,PGC,t,AB
ABNNF11021,Red Knot,Calidris canutus,,m,2,4,2,6,G4,SNA,,,,,PGC,t,AB
ABNNF18030,Wilson's Snipe,Gallinago delicata,,b,4,1,4,6,G5,"S3B,S3N",,,CR,N,PGC,t,AB
ABNNF19020,American Woodcock,Scolopax minor,,b,4,1,5,6,G5,S5B,,,,N,PGC,t,AB
ABNNM10020,Black Tern,Chlidonias niger,,b,4,6,3,6,G4,S1B,,PE,PE,N,PGC,t,AB
ABNNM08070,Common Tern,Sterna hirundo,,b,5,6,3,3,G5,SXB,,PE,PE,N,PGC,t,AB
ABNSA01010,Barn Owl,Tyto alba,,b,4,5,3,6,G5,"S2S3B,S2S3N",,,CA,Y,PGC,t,AB
ABNSB13010,Long-eared Owl,Asio otus,,b,5,6,3,6,G5,"S2B,S2S3N",,PT,PT,Y,PGC,t,AB
ABNSB13010,Long-eared Owl,Asio otus,,w,6,2,5,6,G5,"S2B,S2S3N",,PT,PT,Y,PGC,t,AB
ABNSB13040,Short-eared Owl,Asio flammeus,,b,5,6,3,6,G5,"S1B,S3N",,PE,PE,N,PGC,t,AB
ABNSB13040,Short-eared Owl,Asio flammeus,,w,6,5,5,6,G5,"S1B,S3N",,PE,PE,N,PGC,t,AB
ABNSB15020,Northern Saw-whet Owl,Aegolius acadicus,,b,4,2,4,6,G5,S4,,,,N,PGC,t,AB
ABNSB15020,Northern Saw-whet Owl,Aegolius acadicus,,m,6,4,4,6,G5,S4,,,,N,PGC,t,AB
ABNTA02020,Common Nighthawk,Chordeiles minor,,b,4,1,4,6,G5,S3B,,,CA,N,PGC,t,AB
ABNTA07070,Eastern Whip-poor-will,Antrostomus vociferus,,b,4,1,4,6,G5,S3B,,,CR,N,PGC,t,AB
ABNUA03010,Chimney Swift,Chaetura pelagica,,b,4,1,4,6,G5,S5B,,,,N,PGC,t,AB
ABNYF04040,Red-headed Woodpecker,Melanerpes erythrocephalus,,b,6,3,4,5,G5,"S3B,S4N",,,,N,PGC,t,AB
ABNKD06020,American Kestrel,Falco sparverius,,b,4,1,5,6,G5,"S4B,S4N",,,,N,PGC,t,AB
ABNKD06070,Peregrine Falcon,Falco peregrinus,,b,3,5,2,6,G4,"S1B,S1N",,PE,PE,N,PGC,t,AB
ABPAE32010,Olive-sided Flycatcher,Contopus cooperi,,b,6,6,3,3,G4,SXB,,,PX,N,PGC,t,AB
ABPAE33010,Yellow-bellied Flycatcher,Empidonax flaviventris,,b,4,6,2,6,G5,S1S2B,,PE,PE,Y,PGC,t,AB
ABPAE33040,Willow Flycatcher,Empidonax traillii,,b,4,1,5,6,G5,S5B,,,,N,PGC,t,AB
ABPBR01030,Loggerhead Shrike,Lanius ludovicianus,,b,4,6,3,6,,,,,,,PGC,t,AB
ABPAU01010,Purple Martin,Progne subis,,b,4,2,4,6,G5,S3B,,,CR,N,PGC,t,AB
ABPAU08010,Bank Swallow,Riparia riparia,,b,4,1,4,6,G5,S3S4B,,,CR,N,PGC,t,AB
ABPBA01010,Brown Creeper,Certhia americana,,b,4,1,5,6,G5,"S4B,S5N",,,,N,PGC,t,AB
ABPBG09050,Winter Wren,Troglodytes hiemalis,,b,4,1,5,6,G5,"S4B,S4N",,,,N,PGC,t,AB
ABPBG10010,Sedge Wren,Cistothorus platensis,,b,4,5,2,6,G5,S1B,,PE,PE,Y,PGC,t,AB
ABPBG10020,Marsh Wren,Cistothorus palustris,,b,3,4,2,5,G5,S2S3B,,,CA,N,PGC,t,AB
ABPBJ18100,Swainson's Thrush,Catharus ustulatus,,b,4,1,4,6,G5,"S2S3B,S5N",,,CR,N,PGC,t,AB
ABPBJ19010,Wood Thrush,Hylocichla mustelina,y,b,4,1,5,6,G5,S5B,,,,N,PGC,t,AB
ABPBJ19010,Wood Thrush,Hylocichla mustelina,,m,6,3,5,6,G5,S5B,,,,N,PGC,t,AB
ABPBK01010,Gray Catbird,Dumetella carolinensis,y,b,6,4,5,5,G5,"S5B,S3N",,,,N,PGC,t,AB
ABPBX10030,Louisiana Waterthrush,Parkesia motacilla,,b,4,1,4,5,G5,S5B,,,,N,PGC,t,AB
ABPBX10020,Northern Waterthrush,Parkesia noveboracensis,,b,5,6,4,6,G5,S3B,,,CR,N,PGC,t,AB
ABPBX01030,Golden-winged Warbler,Vermivora chrysoptera,,b,3,5,3,6,G4,S2S3B,,,CA,N,PGC,t,AB
ABPBX01020,Blue-winged Warbler,Vermivora cyanoptera,,b,4,1,5,6,G5,S4B,,,,N,PGC,t,AB
ABPBX05010,Black-and-white Warbler,Mniotilta varia,,b,4,1,5,6,G5,S5B,,,,N,PGC,t,AB
ABPBX07010,Prothonotary Warbler,Protonotaria citrea,,b,6,3,4,6,G5,S2S3B,,,CR,N,PGC,t,AB
ABPBX01060,Nashville Warbler,Oreothlypis ruficapilla,,b,4,1,3,5,G5,S3S4B,,,,N,PGC,t,AB
ABPBX11010,Kentucky Warbler,Geothlypis formosa,,b,4,1,5,6,G5,S4B,,,,N,PGC,t,AB
ABPBX16010,Hooded Warbler,Setophaga citrina,,m,6,2,4,5,G5,S4B,,,,N,PGC,t,AB
ABPBX03240,Cerulean Warbler,Setophaga cerulea,y,b,3,1,4,6,G4,S4B,,,,N,PGC,t,AB
ABPBX03240,Cerulean Warbler,Setophaga cerulea,,m,3,3,5,6,G4,S4B,,,,N,PGC,t,AB
ABPBX03120,Blackburnian Warbler,Setophaga fusca,,m,6,3,5,6,G5,S4B,,,,N,PGC,t,AB
ABPBX03230,Blackpoll Warbler,Setophaga striata,,b,4,5,2,6,G5,S1B,,PE,PE,N,PGC,t,AB
ABPBX03050,Black-throated Blue Warbler,Setophaga caerulescens,,b,4,1,5,6,G5,S4B,,,,N,PGC,t,AB
ABPBX03190,Prairie Warbler,Setophaga discolor,,b,4,1,4,6,G5,S4B,,,,N,PGC,t,AB
ABPBX03100,Black-throated Green Warbler,Setophaga virens,,b,4,1,4,6,G5,S5B,,,,N,PGC,t,AB
ABPBX16030,Canada Warbler,Cardellina canadensis,,b,4,1,4,5,G5,S4B,,,,N,PGC,t,AB
ABPBX24010,Yellow-breasted Chat,Icteria virens,,b,4,5,3,6,G5,S4B,,,,N,PGC,t,AB
ABPBX74030,Eastern Towhee,Pipilo erythrophthalmus,,m,6,3,5,6,G5,"S5B,S5N",,,,N,PGC,t,AB
ABPBX94050,Field Sparrow,Spizella pusilla,,b,4,1,4,6,G5,"S5B,S4N",,,,N,PGC,t,AB
ABPBX95010,Vesper Sparrow,Pooecetes gramineus,,b,4,5,3,6,G5,S4B,,,,N,PGC,t,AB
ABPBX99010,Savannah Sparrow,Passerculus sandwichensis,,b,4,2,4,6,G5,"S5B,S2S3N",,,,N,PGC,t,AB
ABPBXA0020,Grasshopper Sparrow,Ammodramus savannarum,,b,4,1,4,6,G5,S4B,,,,N,PGC,t,AB
ABPBXA0030,Henslow's Sparrow,Ammodramus henslowii,,b,3,1,4,6,G4,S3B,,,CR,N,PGC,t,AB
ABPBXA4020,White-throated Sparrow,Zonotrichia albicollis,,b,4,2,4,6,G5,"S3S4B,S5N",,,,N,PGC,t,AB
ABPBX45030,Summer Tanager,Piranga rubra,,b,5,6,3,6,G5,S3B,,,CA,N,PGC,t,AB
ABPBX45040,Scarlet Tanager,Piranga olivacea,y,b,4,1,4,5,G5,S5B,,,,N,PGC,t,AB
ABPBX65010,Dickcissel,Spiza americana,,b,4,1,4,6,G5,S2B,,PE,PE,N,PGC,t,AB
ABPBXA9010,Bobolink,Dolichonyx oryzivorus,,b,4,1,4,6,G5,S4B,,,,N,PGC,t,AB
ABPBXB2020,Eastern Meadowlark,Sturnella magna,,b,4,1,4,6,G5,"S4B,S4N",,,,N,PGC,t,AB
ABPBXB5010,Rusty Blackbird,Euphagus carolinus,,m,3,1,3,6,G4,S3N,,,,N,PGC,t,AB
ABPBXB5010,Rusty Blackbird,Euphagus carolinus,,w,3,4,5,6,G4,S3N,,,,N,PGC,t,AB
ABPBY05010,Red Crossbill,Loxia curvirostra,,b,4,5,2,6,G5,SNA,,,CU,N,PGC,t,AB
ABPBY05010,Red Crossbill,Loxia curvirostra,,w,6,4,4,6,G5,SNA,,,CU,N,PGC,t,AB
ABPBY06030,Pine Siskin,Spinus pinus,,b,4,1,3,6,G5,SNA,,,CU,N,PGC,t,AB
AFBAA01010,Ohio Lamprey ,Ichthyomyzon bdellium,,y,3,2,4,6,G3G4,S4,,PC,DL,N,PFBC,a,AF
AFBAA01030,Northern Brook Lamprey ,Ichthyomyzon fossor,,y,4,6,3,6,G4,S1,,PE,PE,N,PFBC,a,AF
AFBAA01050,Mountain Brook Lamprey,Ichthyomyzon greeleyi,y,y,3,2,4,5,G3G4,S4,,PT,DL,N,PFBC,a,AF
AFBAA02010,Least Brook Lamprey ,Lampetra aepyptera,,y,6,2,4,6,G5,S4,,PC,CR,N,PFBC,a,AF
AFCAA01010,Shortnose Sturgeon,Acipenser brevirostrum,,y,2,5,2,6,G3,S2,LE,PE,PE,Y,PFBC,a,AF
AFCAA01020,Lake Sturgeon,Acipenser fulvescens,,y,4,5,2,6,G3G4,S1,,PE,PE,N,PFBC,a,AF
AFCAA01040,Atlantic Sturgeon,Acipenser oxyrhynchus,,y,2,5,3,6,G3,S1,LE,PE,PE,Y,PFBC,a,AF
AFCAB01010,Paddlefish,Polyodon spathulaÂ ,,y,4,6,3,6,G4,SX,,,PX,N,PFBC,a,AF
AFCBA01010,Spotted Gar,Lepisosteus oculatus,,y,6,6,2,6,G5,S1,,PE,PE,N,PFBC,a,AF
AFCCA01010,Bowfin,Amia calva,,y,6,2,4,6,G5,S4,,PC,DL,N,PFBC,a,AF
AFCEA01010,American Eel,Anguilla rostrata,,y,3,5,6,6,G4,S5,,,,N,PFBC,a,AF
AFCFA01010,Blueback Herring,Alosa aestivalis,,y,2,1,4,6,G5,S3,,,,N,PFBC,a,AF
AFCFA01040,Hickory Shad,Alosa mediocris,,y,3,5,3,6,G5,S2,,PE,PE,N,PFBC,a,AF
AFCFA01050,Alewife,Alosa pseudoharengus,,y,4,1,4,6,G5,S3,,,,N,PFBC,a,AF
AFCFA01060,American Shad,Alosa sapidissima,,y,6,3,5,6,G5,S4,,,,N,PFBC,a,AF
AFCJB31020,Northern Redbelly Dace,Chrosomus eos,,y,6,6,2,6,G5,S1,,PE,PE,N,PFBC,a,AF
AFCJB31030,Southern Redbelly Dace,Chrosomus erythrogaster,,y,6,6,3,6,G5,S2,,PT,PT,N,PFBC,a,AF
AFCJB05010,Redside Dace,Clinostomus elongatus,y,y,3,2,4,5,G3G4,S4,,,,N,PFBC,a,AF
AFCJB50020,Streamline Chub,Erimystax dissimilis,y,y,5,2,4,5,G4,S4S5,,,,N,PFBC,a,AF
AFCJB50050,Gravel Chub,Erimystax x-punctatus,,y,6,6,3,3,G4,SU,,PE,PE,N,PFBC,a,AF
AFCJB12010,Tonguetied Minnow,Exoglossum laurae,y,y,3,2,4,5,G4,S4,,,,N,PFBC,a,AF
AFCJB12020,Cutlip Minnow,Exoglossum maxillingua,y,y,4,4,5,5,G5,S5,,,,N,PFBC,a,AF
AFCJB28410,Bigmouth Shiner,Hybopsis dorsalis,,y,6,6,3,6,G5,S2,,PT,PT,N,PFBC,a,AF
AFCJB52080,Redfin Shiner,Lythrurus umbratilis,,y,6,6,3,6,G5,S2,,PE,PE,N,PFBC,a,AF
AFCJB54010,Allegheny Pearl Dace,Margariscus margarita,y,y,5,2,4,5,G5,S4,,,,N,PFBC,a,AF
AFCJB26020,Hornyhead Chub,Nocomis biguttatus,,y,6,6,2,6,G5,S1,,PC,PE,N,PFBC,a,AF
AFCJB28060,Comely Shiner,Notropis amoenus,y,y,4,3,5,6,G5,S4,,,,N,PFBC,a,AF
AFCJB28180,Bridle Shiner,Notropis bifrenatus,,y,2,5,2,6,G3,S1,,PE,PE,N,PFBC,a,AF
AFCJB28190,River Shiner,Notropis blennius,,y,6,6,2,3,G5,SU,,PE,PE,N,PFBC,a,AF
AFCJB28230,Ghost Shiner,Notropis buchanani,,y,5,5,1,2,G5,SU,,PE,PE,N,PFBC,a,AF
AFCJB28310,Ironcolor Shiner,Notropis chalybaeus,,y,3,6,2,6,G4,S1,,PE,PE,N,PFBC,a,AF
AFCJB28520,Blackchin Shiner,Notropis heterodon,,y,6,6,2,6,G5,S1,,PE,PE,N,PFBC,a,AF
AFCJB28770,Swallowtail Shiner,Notropis procne,y,y,4,3,5,6,G5,S4,,,,N,PFBC,a,AF
AFCJC02030,Longnose Sucker,Catostomus catostomus,,y,5,6,3,6,G5,S1,,PE,PE,N,PFBC,a,AF
AFCJC07020,Bigmouth Buffalo,Ictiobus cyprinellus,,y,6,6,2,6,G5,S1,,PE,PE,N,PFBC,a,AF
AFCJC09010,Spotted Sucker,Minytrema melanops,,y,5,5,2,6,G5,S2,,PT,PT,N,PFBC,a,AF
AFCKA06020,White Catfish,Ameiurus catus,,y,6,2,4,6,G5,S3,,,,N,PFBC,a,AF
AFCKA06030,Black Bullhead,Ameiurus melas,,y,6,6,3,3,G5,SU,,PE,PE,N,PFBC,a,AF
AFCKA01030,Blue Catfish,Ictalurus furcatus,,y,6,6,2,6,G5,SX,,,,N,PFBC,a,AF
AFCKA02040,Mountain Madtom,Noturus eleutherus,,y,5,3,4,6,G4,S4,,PE,PE,N,PFBC,a,AF
AFCKA02110,Tadpole Madtom,Noturus gyrinus,,y,5,5,1,6,G5,S1,,PE,PE,N,PFBC,a,AF
AFCKA02130,Margined Madtom,Noturus insignis,y,y,6,4,5,5,G5,S5,,,,N,PFBC,a,AF
AFCKA02160,Brindled Madtom,Noturus miurus,,y,3,5,2,6,G5,S2,,PT,PT,N,PFBC,a,AF
AFCKA02220,Northern Madtom,Noturus stigmosus,,y,3,2,4,6,G3,S4,,PE,PE,N,PFBC,a,AF
AFCHA01020,Cisco,Coregonus artedi,,y,6,6,3,3,G5,SU,,PE,PE,N,PFBC,a,AF
AFCHA05030,Brook Trout,Salvelinus fontinalis,,y,6,2,4,6,G5,S4,,,,N,PFBC,a,AF
AFCHC03010,Central Mudminnow,Umbra limi,,y,6,3,4,6,G5,S4,,PC,CP,N,PFBC,a,AF
AFCHC03020,Eastern Mudminnow,Umbra pygmaea,,y,4,2,3,6,G5,S3,,PC,CP,N,PFBC,a,AF
AFCMA01010,Burbot,Lota lota,,y,4,1,3,6,G5,S3,,PE,PE,N,PFBC,a,AF
AFCMA01010,Allegheny Burbot,Lota sp. cf. lota,y,y,,4,2,5,G5,S3,,PE,PE,N,PFBC,a,AF
AFCPA02010,Brook Stickleback,Culaea inconstans,,y,6,3,4,6,G5,S4,,PC,CP,N,PFBC,a,AF
AFCPA03010,Threespine Stickleback,Gasterosteus aculeatus,,y,4,6,2,6,G5,S1,,PE,PE,N,PFBC,a,AF
AFC4E02330,Checkered Sculpin ,Cottus sp. cf. cognatus,,y,5,5,3,6,G4Q,S2,,,PE,N,PFBC,a,AF
AFCQB10030,Banded Sunfish,Enneacanthus obesus,,y,6,6,3,6,G5,SH,,PE,PE,N,PFBC,a,AF
AFCQB11040,Warmouth,Lepomis gulosus,,y,6,2,3,6,G5,S3,,PE,PE,N,PFBC,a,AF
AFCQB11080,Longear Sunfish,Lepomis megalotis,,y,5,6,3,6,G5,S1,,PE,PE,N,PFBC,a,AF
AFCQC01060,Eastern Sand Darter,Ammocrypta pellucida,,y,3,5,2,6,G4,S1,,PE,PE,N,PFBC,a,AF
AFCQC02240,Iowa Darter,Etheostoma exile,,y,6,6,3,6,G5,S2,,PE,PE,N,PFBC,a,AF
AFCQC02420,Spotted Darter,Etheostoma maculatum,y,y,1,2,4,6,G2,S2,,DL,PT,N,PFBC,a,AF
AFCQC02540,Tessellated Darter,Etheostoma olmstedi,y,y,6,4,5,5,G5,S5,,,,N,PFBC,a,AF
AFCQC02800,Tippecanoe Darter,Etheostoma tippecanoe,y,y,3,2,4,5,G3G4,S3S4,,DL,PT,N,PFBC,a,AF
AFCQC02830,Variegate Darter,Etheostoma variatum,y,y,4,4,5,5,G5,S5,,,,N,PFBC,a,AF
AFCQC04460,Chesapeake Logperch,Percina bimaculata,y,y,1,5,2,6,G1G2,S1,,PT,,N,PFBC,a,AF
AFCQC04120,Longhead Darter,Percina macrocephala,y,y,1,2,4,5,G3,S4,,DL,DL,N,PFBC,a,AF
AFCQC04220,Shield Darter,Percina peltata,y,y,4,4,5,5,G5,S5,,,,N,PFBC,a,AF
AAABF01040,Eastern Spadefoot,Scaphiopus holbrookii,,y,6,5,3,4,G5,S2S3,,PT,PT,Y,PFBC,t,AAAB
AAABB01210,Fowler's Toad,Anaxyrus fowleri,,y,6,3,4,5,G5,S3S4,,,,N,PFBC,t,AAAB
